"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2019年12月31日","1,183.00","1,183.00","1,188.00","1,176.51","2.26M","-0.24%"
"2019年12月30日","1,185.80","1,170.20","1,195.50","1,170.20","4.08M","1.96%"
"2019年12月27日","1,163.00","1,150.00","1,172.00","1,150.00","4.71M","2.46%"
"2019年12月26日","1,135.10","1,132.00","1,141.98","1,119.99","2.29M","0.12%"
"2019年12月25日","1,133.70","1,143.00","1,143.00","1,130.01","2.43M","-1.25%"
"2019年12月24日","1,148.00","1,153.00","1,155.00","1,145.00","1.18M","-0.11%"
"2019年12月23日","1,149.30","1,139.00","1,162.50","1,136.00","2.59M","0.26%"
"2019年12月20日","1,146.30","1,162.18","1,162.18","1,141.50","2.36M","-0.96%"
"2019年12月19日","1,157.40","1,163.00","1,163.00","1,152.00","1.96M","-0.91%"
"2019年12月18日","1,168.00","1,174.00","1,175.20","1,164.00","1.96M","-0.17%"
"2019年12月17日","1,169.98","1,149.70","1,173.60","1,143.03","4.26M","1.92%"
"2019年12月16日","1,147.92","1,163.00","1,163.00","1,137.94","3.09M","-1.30%"
"2019年12月13日","1,163.00","1,146.00","1,165.00","1,146.00","3.00M","2.29%"
"2019年12月12日","1,137.00","1,156.00","1,159.94","1,130.08","2.94M","-1.90%"
"2019年12月11日","1,158.98","1,168.00","1,170.75","1,155.55","1.46M","-0.47%"
"2019年12月10日","1,164.40","1,159.60","1,165.00","1,151.00","1.51M","0.49%"
"2019年12月9日","1,158.70","1,175.00","1,176.00","1,156.10","2.18M","-0.97%"
"2019年12月6日","1,170.00","1,135.97","1,170.00","1,130.10","3.95M","3.56%"
"2019年12月5日","1,129.80","1,125.00","1,132.01","1,118.00","2.13M","0.67%"
"2019年12月4日","1,122.33","1,140.00","1,144.66","1,118.00","3.53M","0.39%"
"2019年12月3日","1,118.00","1,133.00","1,133.00","1,117.74","2.73M","-1.32%"
"2019年12月2日","1,133.00","1,118.20","1,140.02","1,118.20","3.08M","0.35%"
"2019年11月29日","1,129.00","1,165.50","1,165.50","1,112.89","8.24M","-3.98%"
"2019年11月28日","1,175.80","1,194.97","1,197.51","1,169.02","2.88M","-1.19%"
"2019年11月27日","1,189.95","1,192.80","1,196.62","1,184.51","1.98M","0.42%"
"2019年11月26日","1,185.00","1,186.68","1,198.60","1,183.00","4.02M","0.25%"
"2019年11月25日","1,182.06","1,188.05","1,194.00","1,172.06","3.83M","-1.00%"
"2019年11月22日","1,194.00","1,223.00","1,229.00","1,185.00","4.71M","-3.03%"
"2019年11月21日","1,231.30","1,231.00","1,235.51","1,221.06","1.92M","-0.20%"
"2019年11月20日","1,233.75","1,230.00","1,239.51","1,228.06","1.53M","0.12%"
"2019年11月19日","1,232.32","1,228.00","1,241.61","1,225.02","2.06M","0.41%"
"2019年11月18日","1,227.28","1,225.12","1,229.45","1,218.00","1.80M","0.19%"
"2019年11月15日","1,224.90","1,230.00","1,232.91","1,221.50","1.63M","-0.41%"
"2019年11月14日","1,230.00","1,227.00","1,240.00","1,222.00","2.35M","0.49%"
"2019年11月13日","1,224.00","1,207.00","1,227.80","1,200.00","3.20M","1.86%"
"2019年11月12日","1,201.60","1,204.00","1,209.60","1,198.21","1.92M","0.22%"
"2019年11月11日","1,199.00","1,201.50","1,206.20","1,193.51","1.73M","-0.50%"
"2019年11月8日","1,205.00","1,205.00","1,215.65","1,201.51","2.45M","0.30%"
"2019年11月7日","1,201.37","1,196.51","1,201.88","1,189.00","1.62M","0.70%"
"2019年11月6日","1,193.00","1,197.00","1,204.00","1,188.88","1.97M","-0.50%"
"2019年11月5日","1,199.00","1,199.50","1,205.00","1,192.00","2.23M","-0.05%"
"2019年11月4日","1,199.59","1,190.00","1,209.99","1,189.00","2.67M","1.23%"
"2019年11月1日","1,185.00","1,181.00","1,191.95","1,172.50","2.28M","0.42%"
"2019年10月31日","1,180.01","1,196.00","1,198.00","1,176.15","2.59M","-0.32%"
"2019年10月30日","1,183.80","1,190.00","1,192.70","1,176.00","2.13M","-0.77%"
"2019年10月29日","1,193.00","1,181.11","1,199.96","1,177.77","2.78M","1.25%"
"2019年10月28日","1,178.29","1,166.01","1,181.01","1,165.00","2.25M","0.59%"
"2019年10月25日","1,171.35","1,153.30","1,172.50","1,143.03","2.60M","1.83%"
"2019年10月24日","1,150.27","1,164.95","1,166.00","1,147.16","2.62M","-0.75%"
"2019年10月23日","1,158.91","1,168.00","1,178.00","1,156.11","2.31M","-1.02%"
"2019年10月22日","1,170.80","1,178.00","1,181.50","1,163.89","1.93M","0.20%"
"2019年10月21日","1,168.50","1,171.86","1,178.90","1,163.30","2.53M","-0.62%"
"2019年10月18日","1,175.79","1,179.00","1,189.99","1,171.69","2.83M","-0.64%"
"2019年10月17日","1,183.33","1,176.00","1,186.66","1,162.50","3.05M","1.14%"
"2019年10月16日","1,170.00","1,168.00","1,187.50","1,160.00","5.92M","-3.39%"
"2019年10月15日","1,211.00","1,180.00","1,215.68","1,177.03","4.00M","2.63%"
"2019年10月14日","1,180.00","1,186.00","1,187.66","1,170.00","2.72M","0.46%"
"2019年10月11日","1,174.60","1,157.00","1,175.00","1,152.21","2.87M","1.70%"
"2019年10月10日","1,155.00","1,127.00","1,158.93","1,109.02","4.12M","0.71%"
"2019年10月9日","1,146.81","1,166.20","1,166.20","1,135.05","3.58M","-1.74%"
"2019年10月8日","1,167.10","1,153.00","1,180.00","1,152.01","3.10M","1.49%"
"2019年9月30日","1,150.00","1,163.00","1,169.43","1,150.00","3.08M","-2.11%"
"2019年9月27日","1,174.75","1,164.00","1,183.00","1,153.00","2.28M","0.66%"
"2019年9月26日","1,167.00","1,174.94","1,183.35","1,158.81","2.61M","-0.60%"
"2019年9月25日","1,174.00","1,180.00","1,188.87","1,170.50","2.40M","-0.84%"
"2019年9月24日","1,184.00","1,155.00","1,184.90","1,152.00","3.63M","3.05%"
"2019年9月23日","1,149.00","1,157.00","1,157.00","1,131.00","3.00M","-0.73%"
"2019年9月20日","1,157.42","1,151.00","1,160.00","1,147.59","3.76M","1.08%"
"2019年9月19日","1,145.00","1,148.00","1,150.00","1,137.10","2.45M","-0.34%"
"2019年9月18日","1,148.90","1,108.50","1,150.00","1,108.18","6.93M","5.02%"
"2019年9月17日","1,094.01","1,094.00","1,106.66","1,087.00","2.52M","-0.45%"
"2019年9月16日","1,099.00","1,083.00","1,103.95","1,083.00","3.14M","0.00%"
"2019年9月12日","1,099.00","1,066.00","1,109.98","1,066.00","4.12M","2.76%"
"2019年9月11日","1,069.52","1,119.22","1,119.97","1,068.00","8.17M","-4.83%"
"2019年9月10日","1,123.85","1,134.30","1,135.00","1,120.01","2.62M","-1.11%"
"2019年9月9日","1,136.52","1,145.00","1,148.00","1,135.00","2.94M","-0.52%"
"2019年9月6日","1,142.49","1,144.50","1,146.15","1,131.00","2.62M","-0.13%"
"2019年9月5日","1,144.00","1,129.00","1,144.90","1,128.00","3.29M","1.69%"
"2019年9月4日","1,125.01","1,140.80","1,142.91","1,120.11","3.36M","-1.31%"
"2019年9月3日","1,140.00","1,140.00","1,151.02","1,128.56","2.95M","0.11%"
"2019年9月2日","1,138.76","1,139.99","1,144.98","1,129.00","2.82M","-0.28%"
"2019年8月30日","1,142.00","1,125.00","1,146.00","1,123.00","4.49M","2.60%"
"2019年8月29日","1,113.10","1,105.00","1,118.18","1,092.50","2.93M","1.18%"
"2019年8月28日","1,100.11","1,109.00","1,123.19","1,083.01","4.70M","-0.80%"
"2019年8月27日","1,109.00","1,117.00","1,131.31","1,109.00","5.22M","0.55%"
"2019年8月26日","1,102.95","1,113.00","1,128.00","1,096.68","4.85M","-2.40%"
"2019年8月23日","1,130.10","1,105.00","1,133.56","1,095.62","4.02M","2.36%"
"2019年8月22日","1,104.00","1,072.99","1,104.00","1,070.00","3.76M","3.56%"
"2019年8月21日","1,066.00","1,070.10","1,076.97","1,061.66","2.51M","-0.37%"
"2019年8月20日","1,070.00","1,055.00","1,073.68","1,050.00","2.86M","1.34%"
"2019年8月19日","1,055.88","1,061.00","1,069.98","1,049.05","3.29M","0.12%"
"2019年8月16日","1,054.60","1,049.84","1,075.58","1,041.00","3.61M","0.93%"
"2019年8月15日","1,044.90","1,028.00","1,046.48","1,028.00","2.72M","0.15%"
"2019年8月14日","1,043.33","1,030.02","1,051.90","1,030.02","4.14M","2.49%"
"2019年8月13日","1,017.95","1,016.16","1,026.00","1,010.68","3.03M","-0.07%"
"2019年8月12日","1,018.63","1,010.31","1,020.10","995.01","8.15M","5.88%"
"2019年8月9日","962.03","978.50","980.95","958.99","2.85M","-0.99%"
"2019年8月8日","971.68","953.50","974.00","952.00","3.88M","2.82%"
"2019年8月7日","945.00","949.50","955.53","945.00","2.69M","-0.14%"
"2019年8月6日","946.30","931.00","948.00","923.80","4.40M","0.41%"
"2019年8月5日","942.43","945.00","954.00","940.00","3.68M","-1.26%"
"2019年8月2日","954.45","944.00","957.98","943.00","3.97M","-0.51%"
"2019年8月1日","959.30","976.51","977.00","953.02","3.51M","-1.37%"
"2019年7月31日","972.60","975.00","981.77","966.59","2.25M","-0.65%"
"2019年7月30日","978.93","976.50","983.00","971.00","1.95M","0.26%"
"2019年7月29日","976.41","962.03","979.50","960.01","2.70M","1.18%"
"2019年7月26日","965.03","961.97","971.00","958.55","2.65M","0.21%"
"2019年7月25日","963.00","945.97","963.36","938.15","3.83M","1.76%"
"2019年7月24日","946.36","958.31","959.90","944.69","4.68M","-0.80%"
"2019年7月23日","953.98","962.30","962.59","943.86","3.25M","-0.32%"
"2019年7月22日","957.02","960.00","964.00","950.25","2.81M","0.12%"
"2019年7月19日","955.87","955.00","960.80","948.00","2.80M","0.88%"
"2019年7月18日","947.50","961.50","963.00","947.18","3.93M","-1.66%"
"2019年7月17日","963.50","968.00","972.99","962.13","2.55M","-0.46%"
"2019年7月16日","968.00","975.45","982.30","965.00","3.32M","-0.81%"
"2019年7月15日","975.93","967.80","980.10","951.13","5.99M","-1.03%"
"2019年7月12日","986.09","981.30","991.50","980.01","2.82M","0.47%"
"2019年7月11日","981.50","989.96","998.38","976.00","3.05M","-0.10%"
"2019年7月10日","982.52","980.93","990.58","977.00","2.82M","0.66%"
"2019年7月9日","976.06","979.30","989.00","968.35","3.17M","-0.89%"
"2019年7月8日","984.86","995.05","997.90","975.00","3.36M","-1.50%"
"2019年7月5日","999.82","986.00","1,006.00","976.30","5.00M","1.90%"
"2019年7月4日","981.20","985.80","990.80","971.22","4.62M","-0.68%"
"2019年7月3日","987.90","1,020.00","1,023.00","981.50","6.71M","-3.62%"
"2019年7月2日","1,025.00","1,025.00","1,029.50","1,016.00","3.91M","-0.66%"
"2019年7月1日","1,031.86","1,004.52","1,035.60","1,000.22","5.23M","4.86%"
"2019年6月28日","984.00","985.99","988.88","971.33","3.11M","-1.24%"
"2019年6月27日","996.35","985.00","1,001.00","981.12","4.80M","1.68%"
"2019年6月26日","979.86","985.00","985.00","971.22","2.96M","-0.32%"
"2019年6月25日","982.98","992.00","999.00","967.00","5.13M","-0.42%"
"2019年6月24日","987.10","978.30","999.69","975.00","4.58M","1.11%"
"2019年6月21日","976.30","969.97","984.49","964.50","4.59M","0.13%"
"2019年6月20日","975.00","932.50","975.50","932.20","6.73M","4.61%"
"2019年6月19日","932.01","940.00","946.70","932.01","5.37M","1.64%"
"2019年6月18日","917.00","917.00","920.00","902.60","2.94M","0.59%"
"2019年6月17日","911.60","907.00","926.94","906.02","3.28M","-0.15%"
"2019年6月14日","913.00","911.00","932.30","910.02","4.25M","0.33%"
"2019年6月13日","910.00","910.00","912.30","897.00","3.29M","0.36%"
"2019年6月12日","906.70","906.22","910.99","894.00","3.77M","-0.46%"
"2019年6月11日","910.89","876.00","915.61","875.00","8.01M","4.57%"
"2019年6月10日","871.08","857.98","878.95","840.00","5.55M","1.04%"
"2019年6月6日","862.13","875.62","875.77","858.00","3.48M","-1.09%"
"2019年6月5日","871.60","884.00","886.26","870.00","3.41M","-0.42%"
"2019年6月4日","875.30","895.00","895.43","871.00","3.97M","-1.87%"
"2019年6月3日","892.00","892.00","901.35","886.28","3.45M","0.22%"
"2019年5月31日","890.00","900.53","906.99","890.00","3.58M","-1.69%"
"2019年5月30日","905.30","910.00","919.99","891.22","4.02M","-0.72%"
"2019年5月29日","911.91","888.01","924.95","888.01","6.56M","2.69%"
"2019年5月28日","888.00","877.99","907.49","875.02","7.48M","1.02%"
"2019年5月27日","879.00","879.10","882.99","860.05","3.92M","0.06%"
"2019年5月24日","878.50","865.00","885.00","864.44","4.40M","2.03%"
"2019年5月23日","861.00","881.00","883.98","856.22","5.81M","-3.04%"
"2019年5月22日","888.00","894.98","904.00","880.00","3.20M","-0.78%"
"2019年5月21日","895.00","885.00","910.00","872.02","4.24M","1.13%"
"2019年5月20日","884.96","900.00","900.00","871.00","4.44M","-2.41%"
"2019年5月17日","906.79","927.02","932.30","900.10","4.98M","-2.49%"
"2019年5月16日","929.91","919.00","932.00","905.00","4.45M","0.31%"
"2019年5月15日","927.00","890.24","933.00","890.24","6.31M","4.56%"
"2019年5月14日","886.57","885.00","906.00","873.00","6.00M","-0.61%"
"2019年5月13日","892.00","898.86","910.98","884.00","4.66M","-1.67%"
"2019年5月10日","907.12","875.66","910.78","868.19","7.99M","5.63%"
"2019年5月9日","858.81","875.00","879.87","842.50","9.15M","-2.89%"
"2019年5月8日","884.40","860.00","901.80","860.00","8.19M","-0.63%"
"2019年5月7日","890.00","893.28","913.94","870.22","10.08M","-1.77%"
"2019年5月6日","906.00","925.50","935.00","893.00","13.51M","-6.98%"
"2019年4月30日","974.00","968.00","984.96","963.11","3.59M","0.21%"
"2019年4月29日","971.97","945.00","989.00","935.00","5.26M","2.85%"
"2019年4月26日","945.00","946.30","959.88","945.00","4.33M","-0.77%"
"2019年4月25日","952.37","968.79","973.99","951.22","3.98M","-1.82%"
"2019年4月24日","970.00","979.88","990.00","951.22","4.52M","-0.51%"
"2019年4月23日","974.95","951.00","981.22","949.20","4.89M","2.71%"
"2019年4月22日","949.20","959.50","978.89","940.61","4.06M","-0.35%"
"2019年4月19日","952.56","943.96","960.95","931.31","3.24M","0.75%"
"2019年4月18日","945.50","945.41","954.68","936.22","1.96M","-0.68%"
"2019年4月17日","952.00","938.00","955.51","925.00","4.08M","1.29%"
"2019年4月16日","939.90","904.90","939.90","901.22","4.64M","3.63%"
"2019年4月15日","907.00","931.00","939.00","907.00","4.55M","-0.77%"
"2019年4月12日","914.00","909.00","919.99","900.01","4.86M","-1.21%"
"2019年4月11日","925.20","948.00","950.00","905.55","6.11M","-2.40%"
"2019年4月10日","947.99","903.00","951.90","900.00","6.78M","4.75%"
"2019年4月9日","905.00","903.00","908.20","892.51","4.80M","0.53%"
"2019年4月8日","900.20","900.00","908.00","890.12","6.63M","4.07%"
"2019年4月4日","865.00","840.00","865.80","836.20","5.58M","2.43%"
"2019年4月3日","844.50","840.12","851.74","834.21","4.31M","-0.65%"
"2019年4月2日","850.00","859.99","859.99","836.06","5.32M","-1.05%"
"2019年4月1日","859.00","860.00","868.95","851.00","6.09M","0.59%"
"2019年3月29日","853.99","835.00","866.68","830.17","9.09M","5.85%"
"2019年3月28日","806.80","793.43","814.48","785.68","5.76M","2.32%"
"2019年3月27日","788.50","781.00","793.88","775.00","4.28M","2.01%"
"2019年3月26日","773.00","780.00","785.94","764.10","3.76M","-0.34%"
"2019年3月25日","775.60","786.00","788.00","773.30","3.73M","-2.32%"
"2019年3月22日","794.00","788.22","799.98","785.00","3.05M","1.05%"
"2019年3月21日","785.75","788.00","792.80","781.50","3.26M","-0.89%"
"2019年3月20日","792.80","790.00","802.30","785.00","3.11M","0.02%"
"2019年3月19日","792.61","803.00","807.92","792.30","4.06M","-2.16%"
"2019年3月18日","810.09","778.80","814.53","777.00","8.13M","4.22%"
"2019年3月15日","777.30","776.00","787.50","764.85","5.24M","-0.09%"
"2019年3月14日","778.00","757.00","785.00","754.00","6.22M","3.18%"
"2019年3月13日","754.00","745.50","760.75","745.50","4.06M","1.21%"
"2019年3月12日","745.01","763.82","763.83","739.00","5.25M","-1.78%"
"2019年3月11日","758.54","740.04","766.95","740.04","5.31M","2.85%"
"2019年3月8日","737.50","737.90","746.83","733.65","5.23M","-1.48%"
"2019年3月7日","748.60","762.22","762.22","745.56","6.02M","-2.53%"
"2019年3月6日","768.00","775.00","779.50","765.88","4.67M","-1.51%"
"2019年3月5日","779.78","785.00","789.55","775.88","4.48M","-0.27%"
"2019年3月4日","781.86","795.00","798.33","777.22","8.46M","-0.94%"
"2019年3月1日","789.30","761.50","790.00","761.00","6.38M","4.54%"
"2019年2月28日","755.01","737.90","763.42","736.95","5.70M","1.93%"
"2019年2月27日","740.70","733.00","758.02","731.00","6.59M","1.84%"
"2019年2月26日","727.35","747.80","749.18","726.00","5.80M","-2.02%"
"2019年2月25日","742.33","730.75","744.44","717.99","8.26M","2.25%"
"2019年2月22日","726.01","717.00","728.49","714.10","2.59M","0.80%"
"2019年2月21日","720.25","720.00","730.48","717.00","2.99M","-0.24%"
"2019年2月20日","722.00","735.00","735.00","716.06","3.79M","-1.20%"
"2019年2月19日","730.76","740.96","742.50","726.66","2.95M","-1.25%"
"2019年2月18日","740.00","731.00","744.95","731.00","3.77M","2.10%"
"2019年2月15日","724.78","734.88","734.88","723.02","2.32M","-1.68%"
"2019年2月14日","737.16","731.20","743.66","730.14","3.23M","0.26%"
"2019年2月13日","735.25","723.00","736.16","717.22","3.57M","2.41%"
"2019年2月12日","717.92","723.00","725.49","715.20","3.51M","-1.02%"
"2019年2月11日","725.30","695.00","729.50","688.18","5.81M","4.71%"
"2019年2月1日","692.67","697.04","699.00","689.61","3.05M","0.45%"
"2019年1月31日","689.60","680.00","689.60","677.56","3.67M","2.01%"
"2019年1月30日","676.00","684.99","686.22","676.00","2.27M","-1.31%"
"2019年1月29日","685.00","677.50","688.00","668.00","3.03M","1.18%"
"2019年1月28日","677.00","684.00","693.98","676.03","3.61M","-0.40%"
"2019年1月25日","679.70","675.88","684.90","669.93","2.90M","1.07%"
"2019年1月24日","672.50","670.30","677.83","664.68","2.92M","1.03%"
"2019年1月23日","665.66","667.22","674.50","663.13","3.36M","-0.80%"
"2019年1月22日","671.00","686.00","686.00","665.22","4.21M","-2.33%"
"2019年1月21日","686.98","690.00","698.88","681.88","4.71M","0.49%"
"2019年1月18日","683.61","665.00","690.20","661.50","6.86M","3.70%"
"2019年1月17日","659.25","663.00","669.70","655.80","3.03M","-0.28%"
"2019年1月16日","661.10","658.00","665.65","653.60","4.21M","0.17%"
"2019年1月15日","659.98","627.86","661.50","625.00","5.58M","5.66%"
"2019年1月14日","624.60","633.00","635.89","621.55","2.56M","-1.77%"
"2019年1月11日","635.88","625.00","637.00","618.75","3.89M","2.77%"
"2019年1月10日","618.77","617.13","624.88","610.25","2.90M","0.43%"
"2019年1月9日","616.12","609.99","626.16","609.04","4.99M","1.87%"
"2019年1月8日","604.79","605.50","612.00","600.28","2.88M","-0.12%"
"2019年1月7日","605.49","608.00","612.00","602.22","3.48M","0.58%"
"2019年1月4日","602.00","587.28","607.67","582.02","3.77M","2.03%"
"2019年1月3日","590.00","599.97","601.66","585.80","3.10M","-1.50%"
"2019年1月2日","598.98","609.98","612.00","595.01","6.23M","1.52%"
"2018年12月28日","590.01","563.30","596.40","560.00","6.37M","4.80%"
"2018年12月27日","563.00","570.00","571.85","562.22","2.95M","0.52%"
"2018年12月26日","560.08","563.81","568.40","558.00","1.79M","-1.01%"
"2018年12月25日","565.79","562.22","567.50","553.61","2.66M","-0.39%"
"2018年12月24日","568.00","563.50","570.91","558.00","1.91M","0.10%"
"2018年12月21日","567.41","571.00","573.45","562.21","3.06M","-1.23%"
"2018年12月20日","574.50","576.22","581.50","568.89","2.69M","-0.57%"
"2018年12月19日","577.80","589.00","590.99","576.03","2.57M","-2.22%"
"2018年12月18日","590.94","585.88","591.54","585.00","1.92M","0.07%"
"2018年12月17日","590.52","592.57","595.97","585.01","2.49M","-0.41%"
"2018年12月14日","592.96","598.01","599.80","592.00","2.46M","-1.46%"
"2018年12月13日","601.75","590.00","606.88","589.60","4.04M","2.16%"
"2018年12月12日","589.00","588.79","589.20","582.80","1.99M","1.03%"
"2018年12月11日","582.99","577.00","586.55","577.00","1.63M","1.00%"
"2018年12月10日","577.23","576.00","587.50","574.18","2.46M","-1.66%"
"2018年12月7日","587.00","595.60","598.86","584.70","2.68M","-0.81%"
"2018年12月6日","591.80","600.00","605.98","590.36","3.78M","-3.00%"
"2018年12月5日","610.10","597.50","616.50","595.00","4.16M","1.31%"
"2018年12月4日","602.23","602.99","604.26","595.00","3.15M","0.17%"
"2018年12月3日","601.20","589.00","605.00","584.77","8.34M","6.41%"
"2018年11月30日","565.00","557.00","568.89","553.00","4.90M","2.43%"
"2018年11月29日","551.60","566.03","569.80","549.01","4.51M","-0.97%"
"2018年11月28日","557.00","550.85","559.19","545.50","2.77M","1.62%"
"2018年11月27日","548.10","552.00","554.99","546.50","2.02M","-0.73%"
"2018年11月26日","552.11","558.00","560.20","552.00","1.91M","-0.86%"
"2018年11月23日","556.90","564.00","567.30","556.90","2.01M","-1.35%"
"2018年11月22日","564.50","565.15","567.33","558.00","2.12M","-0.04%"
"2018年11月21日","564.70","554.00","568.90","553.68","2.71M","0.55%"
"2018年11月20日","561.60","565.00","568.00","560.00","2.69M","-1.30%"
"2018年11月19日","569.02","560.30","572.00","559.11","3.62M","1.61%"
"2018年11月16日","560.00","561.00","566.00","558.03","2.89M","0.05%"
"2018年11月15日","559.70","558.80","564.80","555.50","3.08M","0.83%"
"2018年11月14日","555.10","569.96","569.96","552.55","4.18M","-2.61%"
"2018年11月13日","570.00","546.12","570.00","543.00","6.64M","3.26%"
"2018年11月12日","552.00","553.00","554.20","536.80","6.78M","-1.78%"
"2018年11月9日","562.00","567.22","569.00","562.00","2.43M","-1.46%"
"2018年11月8日","570.34","574.00","577.00","568.00","3.38M","0.70%"
"2018年11月7日","566.40","569.00","574.95","562.01","3.81M","0.07%"
"2018年11月6日","566.00","574.00","574.16","558.01","4.56M","-1.70%"
"2018年11月5日","575.80","593.00","593.00","571.77","7.55M","-4.02%"
"2018年11月2日","599.90","585.00","600.00","572.24","8.92M","6.55%"
"2018年11月1日","563.00","555.00","585.50","551.25","9.81M","2.57%"
"2018年10月31日","548.90","527.00","555.00","522.00","9.69M","4.75%"
"2018年10月30日","524.00","510.00","543.00","509.02","20.44M","-4.57%"
"2018年10月29日","549.09","549.09","549.09","549.09","4.91M","-10.00%"
"2018年10月26日","610.10","619.00","625.00","607.98","5.53M","-1.44%"
"2018年10月25日","619.00","620.00","622.50","608.58","7.56M","-2.82%"
"2018年10月24日","636.99","628.11","650.00","620.00","7.61M","-0.74%"
"2018年10月23日","641.74","689.00","689.00","635.00","12.31M","-7.40%"
"2018年10月22日","693.00","675.00","702.02","675.00","7.31M","3.43%"
"2018年10月19日","670.00","638.00","675.00","635.08","7.62M","3.72%"
"2018年10月18日","645.94","660.00","660.00","644.97","5.22M","-2.97%"
"2018年10月17日","665.72","675.00","677.30","649.90","4.31M","-0.21%"
"2018年10月16日","667.14","665.98","679.53","662.01","2.64M","0.04%"
"2018年10月15日","666.90","669.49","671.95","660.03","3.56M","-0.16%"
"2018年10月12日","668.00","651.00","672.68","650.58","5.45M","3.57%"
"2018年10月11日","644.99","635.01","668.94","635.01","9.16M","-3.86%"
"2018年10月10日","670.92","697.26","698.00","669.69","6.31M","-3.46%"
"2018年10月9日","695.00","686.90","698.71","685.90","4.02M","1.29%"
"2018年10月8日","686.15","715.41","719.00","686.15","8.27M","-6.01%"
"2018年9月28日","730.00","726.70","733.20","718.88","3.51M","0.83%"
"2018年9月27日","724.00","727.50","728.00","715.40","4.05M","-0.13%"
"2018年9月26日","724.93","702.10","732.68","701.99","7.23M","4.00%"
"2018年9月25日","697.02","695.00","705.77","693.26","3.06M","-0.43%"
"2018年9月21日","700.01","682.00","700.01","680.01","4.26M","3.16%"
"2018年9月20日","678.55","685.20","686.90","677.36","2.75M","-0.42%"
"2018年9月19日","681.42","666.58","686.00","666.00","4.82M","2.21%"
"2018年9月18日","666.70","643.00","668.00","642.22","3.79M","3.23%"
"2018年9月17日","645.81","645.00","652.96","641.06","2.91M","0.45%"
"2018年9月14日","642.90","633.98","649.78","628.53","4.09M","1.73%"
"2018年9月13日","631.98","638.00","642.00","620.00","4.77M","0.31%"
"2018年9月12日","630.00","643.00","644.87","628.01","4.12M","-2.48%"
"2018年9月11日","646.00","645.57","650.97","640.63","1.95M","0.19%"
"2018年9月10日","644.80","652.20","653.81","640.70","2.12M","-0.95%"
"2018年9月7日","650.97","645.50","658.03","645.14","2.92M","1.08%"
"2018年9月6日","644.00","652.00","659.26","640.00","4.24M","-2.10%"
"2018年9月5日","657.79","675.00","676.99","657.00","2.90M","-2.56%"
"2018年9月4日","675.04","666.80","676.00","661.60","2.15M","1.33%"
"2018年9月3日","666.21","652.00","667.67","650.80","3.02M","1.06%"
"2018年8月31日","659.19","676.25","677.00","656.50","5.90M","-3.12%"
"2018年8月30日","680.40","688.21","692.60","679.01","3.38M","-0.79%"
"2018年8月29日","685.85","682.00","688.88","679.10","2.74M","0.71%"
"2018年8月28日","681.00","693.00","693.78","678.55","3.25M","-0.92%"
"2018年8月27日","687.30","662.00","687.30","662.00","4.80M","4.09%"
"2018年8月24日","660.30","669.00","669.00","656.46","2.61M","-1.48%"
"2018年8月23日","670.21","671.70","678.50","665.18","2.74M","0.38%"
"2018年8月22日","667.70","671.00","673.20","663.00","2.07M","-0.56%"
"2018年8月21日","671.49","647.00","672.30","647.00","5.22M","4.14%"
"2018年8月20日","644.79","632.45","645.55","616.86","4.89M","1.56%"
"2018年8月17日","634.86","657.50","657.50","630.01","4.66M","-2.09%"
"2018年8月16日","648.44","652.00","668.50","640.00","5.99M","-2.17%"
"2018年8月15日","662.80","679.80","680.00","661.00","3.50M","-2.55%"
"2018年8月14日","680.13","679.22","684.50","673.51","2.17M","0.13%"
"2018年8月13日","679.22","683.00","683.00","666.68","3.46M","-1.16%"
"2018年8月10日","687.18","691.88","694.77","684.20","2.38M","-0.68%"
"2018年8月9日","691.88","671.00","694.50","670.12","3.45M","2.32%"
"2018年8月8日","676.22","687.02","689.00","671.87","2.97M","-1.47%"
"2018年8月7日","686.28","672.30","687.83","662.02","3.91M","2.48%"
"2018年8月6日","669.68","677.00","684.00","662.25","4.52M","-1.37%"
"2018年8月3日","678.99","695.00","695.00","676.20","4.73M","-2.42%"
"2018年8月2日","695.84","715.97","715.97","687.88","5.50M","-2.67%"
"2018年8月1日","714.94","731.40","732.30","714.11","2.52M","-1.58%"
"2018年7月31日","726.44","720.30","727.88","719.21","2.07M","1.01%"
"2018年7月30日","719.21","738.90","740.66","715.00","4.22M","-2.62%"
"2018年7月27日","738.56","736.00","744.30","730.00","2.09M","0.40%"
"2018年7月26日","735.62","748.90","748.90","734.23","2.31M","-1.10%"
"2018年7月25日","743.81","746.95","749.88","740.01","2.17M","-0.21%"
"2018年7月24日","745.40","732.68","747.30","723.00","4.18M","1.82%"
"2018年7月23日","732.07","736.00","741.15","720.01","3.60M","-1.22%"
"2018年7月20日","741.13","741.50","743.13","728.00","3.05M","0.02%"
"2018年7月19日","740.95","739.00","743.95","735.02","1.81M","0.48%"
"2018年7月18日","737.44","742.43","749.69","735.00","2.45M","-0.67%"
"2018年7月17日","742.43","757.00","757.00","736.02","2.78M","-1.62%"
"2018年7月16日","754.68","752.30","764.11","751.03","3.25M","1.03%"
"2018年7月13日","746.99","742.30","748.10","735.12","2.89M","1.28%"
"2018年7月12日","737.54","718.00","741.17","718.00","4.02M","2.50%"
"2018年7月11日","719.58","710.00","724.00","702.22","2.43M","-0.85%"
